"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 26 10:38:47 GMT 2024","Fri Jan 26 10:38:49 GMT 2024","2058","","Criacao de Conta","","","","Criacao de conta ja existente",""
"failed","Fri Jan 26 10:38:32 GMT 2024","Fri Jan 26 10:38:38 GMT 2024","6267","","Login","","","","Validacao campos obrigatorios login (example #2)",""
"passed","Fri Jan 26 10:39:14 GMT 2024","Fri Jan 26 10:39:19 GMT 2024","4614","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #2)",""
"passed","Fri Jan 26 10:39:10 GMT 2024","Fri Jan 26 10:39:14 GMT 2024","4607","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #1)",""
"passed","Fri Jan 26 10:38:41 GMT 2024","Fri Jan 26 10:38:42 GMT 2024","938","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #1)",""
"passed","Fri Jan 26 10:38:40 GMT 2024","Fri Jan 26 10:38:41 GMT 2024","1776","","Criacao de Conta","","","","Criacao de conta com sucesso",""
"passed","Fri Jan 26 10:39:45 GMT 2024","Fri Jan 26 10:39:46 GMT 2024","1541","","Validar Página Inicial","","","","Acessar a Página Inicial",""
"failed","Fri Jan 26 10:38:42 GMT 2024","Fri Jan 26 10:38:47 GMT 2024","4856","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #2)",""
"failed","Fri Jan 26 10:39:01 GMT 2024","Fri Jan 26 10:39:10 GMT 2024","8670","","Eventos","","","","Cadastrar Eventos somento com campos obrigatórios",""
"passed","Fri Jan 26 10:38:31 GMT 2024","Fri Jan 26 10:38:32 GMT 2024","791","","Login","","","","Validacao campos obrigatorios login (example #1)",""
"passed","Fri Jan 26 10:39:24 GMT 2024","Fri Jan 26 10:39:31 GMT 2024","7521","","Eventos","","","","Validar Card Eventos",""
"passed","Fri Jan 26 10:38:27 GMT 2024","Fri Jan 26 10:38:31 GMT 2024","3605","","Login","","","","Login com conta cadastrada",""
"failed","Fri Jan 26 10:38:51 GMT 2024","Fri Jan 26 10:39:01 GMT 2024","10375","","Eventos","","","","Cadastrar Eventos",""
"passed","Fri Jan 26 10:39:19 GMT 2024","Fri Jan 26 10:39:24 GMT 2024","4508","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #3)",""
"passed","Fri Jan 26 10:39:31 GMT 2024","Fri Jan 26 10:39:43 GMT 2024","12125","","Eventos","","","","Editar Card Eventos",""
