"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 24 10:26:44 GMT 2024","Wed Jan 24 10:26:48 GMT 2024","4212","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #3)",""
"failed","Wed Jan 24 10:26:08 GMT 2024","Wed Jan 24 10:26:13 GMT 2024","4904","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #2)",""
"passed","Wed Jan 24 10:26:40 GMT 2024","Wed Jan 24 10:26:44 GMT 2024","4507","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #2)",""
"passed","Wed Jan 24 10:26:48 GMT 2024","Wed Jan 24 10:26:56 GMT 2024","7399","","Eventos","","","","Validar Card Eventos",""
"passed","Wed Jan 24 10:25:48 GMT 2024","Wed Jan 24 10:25:55 GMT 2024","6763","","Login","","","","Login com conta cadastrada",""
"passed","Wed Jan 24 10:26:35 GMT 2024","Wed Jan 24 10:26:40 GMT 2024","4621","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #1)",""
"passed","Wed Jan 24 10:26:56 GMT 2024","Wed Jan 24 10:27:08 GMT 2024","11954","","Eventos","","","","Editar Card Eventos",""
"passed","Wed Jan 24 10:26:13 GMT 2024","Wed Jan 24 10:26:15 GMT 2024","2782","","Criacao de Conta","","","","Criacao de conta ja existente",""
"passed","Wed Jan 24 10:27:09 GMT 2024","Wed Jan 24 10:27:11 GMT 2024","1343","","Validar Página Inicial","","","","Acessar a Página Inicial",""
"failed","Wed Jan 24 10:25:56 GMT 2024","Wed Jan 24 10:26:03 GMT 2024","6111","","Login","","","","Validacao campos obrigatorios login (example #2)",""
"passed","Wed Jan 24 10:25:55 GMT 2024","Wed Jan 24 10:25:56 GMT 2024","1864","","Login","","","","Validacao campos obrigatorios login (example #1)",""
"failed","Wed Jan 24 10:26:27 GMT 2024","Wed Jan 24 10:26:35 GMT 2024","8448","","Eventos","","","","Cadastrar Eventos somento com campos obrigatórios",""
"failed","Wed Jan 24 10:26:17 GMT 2024","Wed Jan 24 10:26:27 GMT 2024","9661","","Eventos","","","","Cadastrar Eventos",""
"passed","Wed Jan 24 10:26:04 GMT 2024","Wed Jan 24 10:26:07 GMT 2024","2887","","Criacao de Conta","","","","Criacao de conta com sucesso",""
"passed","Wed Jan 24 10:26:07 GMT 2024","Wed Jan 24 10:26:08 GMT 2024","788","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #1)",""
