"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 31 11:08:14 GMT 2024","Wed Jan 31 11:08:14 GMT 2024","770","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #1)",""
"passed","Wed Jan 31 11:08:42 GMT 2024","Wed Jan 31 11:08:46 GMT 2024","3932","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #1)",""
"failed","Wed Jan 31 11:08:35 GMT 2024","Wed Jan 31 11:08:42 GMT 2024","7289","","Eventos","","","","Cadastrar Eventos somento com campos obrigatórios",""
"failed","Wed Jan 31 11:08:26 GMT 2024","Wed Jan 31 11:08:35 GMT 2024","9580","","Eventos","","","","Cadastrar Eventos",""
"passed","Wed Jan 31 11:08:12 GMT 2024","Wed Jan 31 11:08:14 GMT 2024","1800","","Criacao de Conta","","","","Criacao de conta com sucesso",""
"passed","Wed Jan 31 11:08:46 GMT 2024","Wed Jan 31 11:08:50 GMT 2024","3994","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #2)",""
"passed","Wed Jan 31 11:08:05 GMT 2024","Wed Jan 31 11:08:05 GMT 2024","763","","Login","","","","Validacao campos obrigatorios login (example #1)",""
"passed","Wed Jan 31 11:08:19 GMT 2024","Wed Jan 31 11:08:24 GMT 2024","4772","","Criacao de Conta","","","","Criacao de conta ja existente",""
"passed","Wed Jan 31 11:08:55 GMT 2024","Wed Jan 31 11:09:01 GMT 2024","6854","","Eventos","","","","Validar Card Eventos",""
"passed","Wed Jan 31 11:09:14 GMT 2024","Wed Jan 31 11:09:15 GMT 2024","415","","Validar Página Inicial","","","","Acessar a Página Inicial",""
"failed","Wed Jan 31 11:08:05 GMT 2024","Wed Jan 31 11:08:10 GMT 2024","4865","","Login","","","","Validacao campos obrigatorios login (example #2)",""
"passed","Wed Jan 31 11:07:58 GMT 2024","Wed Jan 31 11:08:05 GMT 2024","6567","","Login","","","","Login com conta cadastrada",""
"passed","Wed Jan 31 11:08:50 GMT 2024","Wed Jan 31 11:08:55 GMT 2024","4142","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #3)",""
"failed","Wed Jan 31 11:08:14 GMT 2024","Wed Jan 31 11:08:19 GMT 2024","4794","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #2)",""
"passed","Wed Jan 31 11:09:01 GMT 2024","Wed Jan 31 11:09:13 GMT 2024","11192","","Eventos","","","","Editar Card Eventos",""
