"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 11 13:46:37 GMT 2024","Thu Jan 11 13:46:37 GMT 2024","475","","Validar Página Inicial","","","","Acessar a Página Inicial",""
"failed","Thu Jan 11 13:45:26 GMT 2024","Thu Jan 11 13:45:31 GMT 2024","5033","","Login","","","","Validacao campos obrigatorios login (example #2)",""
"passed","Thu Jan 11 13:45:20 GMT 2024","Thu Jan 11 13:45:24 GMT 2024","3545","","Login","","","","Login com conta cadastrada",""
"passed","Thu Jan 11 13:46:12 GMT 2024","Thu Jan 11 13:46:16 GMT 2024","4162","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #3)",""
"passed","Thu Jan 11 13:45:33 GMT 2024","Thu Jan 11 13:45:35 GMT 2024","2818","","Criacao de Conta","","","","Criacao de conta com sucesso",""
"failed","Thu Jan 11 13:45:45 GMT 2024","Thu Jan 11 13:45:54 GMT 2024","9584","","Eventos","","","","Cadastrar Eventos",""
"failed","Thu Jan 11 13:45:54 GMT 2024","Thu Jan 11 13:46:03 GMT 2024","8465","","Eventos","","","","Cadastrar Eventos somento com campos obrigatórios",""
"passed","Thu Jan 11 13:45:41 GMT 2024","Thu Jan 11 13:45:43 GMT 2024","1905","","Criacao de Conta","","","","Criacao de conta ja existente",""
"passed","Thu Jan 11 13:46:16 GMT 2024","Thu Jan 11 13:46:23 GMT 2024","7128","","Eventos","","","","Validar Card Eventos",""
"passed","Thu Jan 11 13:45:35 GMT 2024","Thu Jan 11 13:45:36 GMT 2024","822","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #1)",""
"passed","Thu Jan 11 13:46:23 GMT 2024","Thu Jan 11 13:46:35 GMT 2024","12067","","Eventos","","","","Editar Card Eventos",""
"passed","Thu Jan 11 13:46:03 GMT 2024","Thu Jan 11 13:46:07 GMT 2024","4542","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #1)",""
"passed","Thu Jan 11 13:45:24 GMT 2024","Thu Jan 11 13:45:26 GMT 2024","1968","","Login","","","","Validacao campos obrigatorios login (example #1)",""
"failed","Thu Jan 11 13:45:36 GMT 2024","Thu Jan 11 13:45:41 GMT 2024","4876","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #2)",""
"passed","Thu Jan 11 13:46:07 GMT 2024","Thu Jan 11 13:46:12 GMT 2024","4562","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #2)",""
