"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jan 22 10:07:42 GMT 2024","Mon Jan 22 10:07:52 GMT 2024","9900","","Eventos","","","","Cadastrar Eventos",""
"passed","Mon Jan 22 10:08:00 GMT 2024","Mon Jan 22 10:08:05 GMT 2024","4730","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #1)",""
"passed","Mon Jan 22 10:08:39 GMT 2024","Mon Jan 22 10:08:39 GMT 2024","591","","Validar Página Inicial","","","","Acessar a Página Inicial",""
"passed","Mon Jan 22 10:08:14 GMT 2024","Mon Jan 22 10:08:21 GMT 2024","7343","","Eventos","","","","Validar Card Eventos",""
"passed","Mon Jan 22 10:07:38 GMT 2024","Mon Jan 22 10:07:40 GMT 2024","2758","","Criacao de Conta","","","","Criacao de conta ja existente",""
"passed","Mon Jan 22 10:07:27 GMT 2024","Mon Jan 22 10:07:32 GMT 2024","4528","","Criacao de Conta","","","","Criacao de conta com sucesso",""
"failed","Mon Jan 22 10:07:52 GMT 2024","Mon Jan 22 10:08:00 GMT 2024","8488","","Eventos","","","","Cadastrar Eventos somento com campos obrigatórios",""
"passed","Mon Jan 22 10:08:05 GMT 2024","Mon Jan 22 10:08:09 GMT 2024","4390","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #2)",""
"passed","Mon Jan 22 10:07:11 GMT 2024","Mon Jan 22 10:07:19 GMT 2024","7559","","Login","","","","Login com conta cadastrada",""
"failed","Mon Jan 22 10:07:33 GMT 2024","Mon Jan 22 10:07:38 GMT 2024","4853","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #2)",""
"passed","Mon Jan 22 10:08:09 GMT 2024","Mon Jan 22 10:08:14 GMT 2024","4277","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #3)",""
"failed","Mon Jan 22 10:08:21 GMT 2024","Mon Jan 22 10:08:37 GMT 2024","16009","","Eventos","","","","Editar Card Eventos",""
"passed","Mon Jan 22 10:07:19 GMT 2024","Mon Jan 22 10:07:20 GMT 2024","837","","Login","","","","Validacao campos obrigatorios login (example #1)",""
"failed","Mon Jan 22 10:07:20 GMT 2024","Mon Jan 22 10:07:26 GMT 2024","5770","","Login","","","","Validacao campos obrigatorios login (example #2)",""
"passed","Mon Jan 22 10:07:32 GMT 2024","Mon Jan 22 10:07:33 GMT 2024","899","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #1)",""
