"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 24 11:10:11 GMT 2024","Wed Jan 24 11:10:12 GMT 2024","850","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #1)",""
"passed","Wed Jan 24 11:10:48 GMT 2024","Wed Jan 24 11:10:52 GMT 2024","4225","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #3)",""
"failed","Wed Jan 24 11:10:01 GMT 2024","Wed Jan 24 11:10:07 GMT 2024","6056","","Login","","","","Validacao campos obrigatorios login (example #2)",""
"failed","Wed Jan 24 11:10:12 GMT 2024","Wed Jan 24 11:10:16 GMT 2024","4843","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #2)",""
"passed","Wed Jan 24 11:10:39 GMT 2024","Wed Jan 24 11:10:43 GMT 2024","4482","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #1)",""
"passed","Wed Jan 24 11:10:16 GMT 2024","Wed Jan 24 11:10:19 GMT 2024","2544","","Criacao de Conta","","","","Criacao de conta ja existente",""
"failed","Wed Jan 24 11:10:30 GMT 2024","Wed Jan 24 11:10:39 GMT 2024","8469","","Eventos","","","","Cadastrar Eventos somento com campos obrigatórios",""
"failed","Wed Jan 24 11:10:20 GMT 2024","Wed Jan 24 11:10:30 GMT 2024","9751","","Eventos","","","","Cadastrar Eventos",""
"passed","Wed Jan 24 11:10:59 GMT 2024","Wed Jan 24 11:11:11 GMT 2024","12178","","Eventos","","","","Editar Card Eventos",""
"passed","Wed Jan 24 11:09:54 GMT 2024","Wed Jan 24 11:10:00 GMT 2024","6702","","Login","","","","Login com conta cadastrada",""
"passed","Wed Jan 24 11:10:43 GMT 2024","Wed Jan 24 11:10:48 GMT 2024","4436","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #2)",""
"passed","Wed Jan 24 11:10:52 GMT 2024","Wed Jan 24 11:10:59 GMT 2024","7093","","Eventos","","","","Validar Card Eventos",""
"passed","Wed Jan 24 11:11:13 GMT 2024","Wed Jan 24 11:11:14 GMT 2024","838","","Validar Página Inicial","","","","Acessar a Página Inicial",""
"passed","Wed Jan 24 11:10:09 GMT 2024","Wed Jan 24 11:10:11 GMT 2024","1924","","Criacao de Conta","","","","Criacao de conta com sucesso",""
"passed","Wed Jan 24 11:10:00 GMT 2024","Wed Jan 24 11:10:01 GMT 2024","790","","Login","","","","Validacao campos obrigatorios login (example #1)",""
