"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 30 10:42:56 GMT 2024","Tue Jan 30 10:42:57 GMT 2024","871","","Login","","","","Validacao campos obrigatorios login (example #1)",""
"passed","Tue Jan 30 10:43:43 GMT 2024","Tue Jan 30 10:43:50 GMT 2024","6786","","Eventos","","","","Validar Card Eventos",""
"passed","Tue Jan 30 10:43:31 GMT 2024","Tue Jan 30 10:43:35 GMT 2024","4051","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #1)",""
"passed","Tue Jan 30 10:43:05 GMT 2024","Tue Jan 30 10:43:06 GMT 2024","742","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #1)",""
"failed","Tue Jan 30 10:42:57 GMT 2024","Tue Jan 30 10:43:02 GMT 2024","4837","","Login","","","","Validacao campos obrigatorios login (example #2)",""
"passed","Tue Jan 30 10:43:50 GMT 2024","Tue Jan 30 10:44:01 GMT 2024","11356","","Eventos","","","","Editar Card Eventos",""
"passed","Tue Jan 30 10:43:35 GMT 2024","Tue Jan 30 10:43:39 GMT 2024","4043","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #2)",""
"failed","Tue Jan 30 10:43:14 GMT 2024","Tue Jan 30 10:43:24 GMT 2024","9656","","Eventos","","","","Cadastrar Eventos",""
"passed","Tue Jan 30 10:44:03 GMT 2024","Tue Jan 30 10:44:03 GMT 2024","392","","Validar Página Inicial","","","","Acessar a Página Inicial",""
"passed","Tue Jan 30 10:42:53 GMT 2024","Tue Jan 30 10:42:56 GMT 2024","3039","","Login","","","","Login com conta cadastrada",""
"failed","Tue Jan 30 10:43:06 GMT 2024","Tue Jan 30 10:43:11 GMT 2024","4757","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #2)",""
"failed","Tue Jan 30 10:43:24 GMT 2024","Tue Jan 30 10:43:31 GMT 2024","7176","","Eventos","","","","Cadastrar Eventos somento com campos obrigatórios",""
"passed","Tue Jan 30 10:43:11 GMT 2024","Tue Jan 30 10:43:13 GMT 2024","1834","","Criacao de Conta","","","","Criacao de conta ja existente",""
"passed","Tue Jan 30 10:43:39 GMT 2024","Tue Jan 30 10:43:43 GMT 2024","4067","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #3)",""
"passed","Tue Jan 30 10:43:04 GMT 2024","Tue Jan 30 10:43:05 GMT 2024","1599","","Criacao de Conta","","","","Criacao de conta com sucesso",""
