"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Feb 02 10:20:38 GMT 2024","Fri Feb 02 10:20:49 GMT 2024","10527","","Eventos","","","","Cadastrar Eventos",""
"passed","Fri Feb 02 10:20:15 GMT 2024","Fri Feb 02 10:20:17 GMT 2024","2106","","Login","","","","Validacao campos obrigatorios login (example #1)",""
"passed","Fri Feb 02 10:21:21 GMT 2024","Fri Feb 02 10:21:34 GMT 2024","12764","","Eventos","","","","Editar Card Eventos",""
"failed","Fri Feb 02 10:20:28 GMT 2024","Fri Feb 02 10:20:34 GMT 2024","5206","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #2)",""
"passed","Fri Feb 02 10:20:34 GMT 2024","Fri Feb 02 10:20:37 GMT 2024","2954","","Criacao de Conta","","","","Criacao de conta ja existente",""
"passed","Fri Feb 02 10:21:08 GMT 2024","Fri Feb 02 10:21:13 GMT 2024","4872","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #3)",""
"passed","Fri Feb 02 10:21:13 GMT 2024","Fri Feb 02 10:21:21 GMT 2024","7830","","Eventos","","","","Validar Card Eventos",""
"passed","Fri Feb 02 10:20:25 GMT 2024","Fri Feb 02 10:20:27 GMT 2024","2055","","Criacao de Conta","","","","Criacao de conta com sucesso",""
"failed","Fri Feb 02 10:20:17 GMT 2024","Fri Feb 02 10:20:23 GMT 2024","6331","","Login","","","","Validacao campos obrigatorios login (example #2)",""
"passed","Fri Feb 02 10:21:35 GMT 2024","Fri Feb 02 10:21:36 GMT 2024","513","","Validar Página Inicial","","","","Acessar a Página Inicial",""
"passed","Fri Feb 02 10:20:08 GMT 2024","Fri Feb 02 10:20:15 GMT 2024","6971","","Login","","","","Login com conta cadastrada",""
"passed","Fri Feb 02 10:20:58 GMT 2024","Fri Feb 02 10:21:03 GMT 2024","5177","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #1)",""
"failed","Fri Feb 02 10:20:49 GMT 2024","Fri Feb 02 10:20:58 GMT 2024","9331","","Eventos","","","","Cadastrar Eventos somento com campos obrigatórios",""
"passed","Fri Feb 02 10:20:27 GMT 2024","Fri Feb 02 10:20:28 GMT 2024","1122","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #1)",""
"passed","Fri Feb 02 10:21:03 GMT 2024","Fri Feb 02 10:21:08 GMT 2024","5043","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #2)",""
