"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 12 10:06:20 GMT 2024","Fri Jan 12 10:06:25 GMT 2024","4403","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #3)",""
"passed","Fri Jan 12 10:05:24 GMT 2024","Fri Jan 12 10:05:34 GMT 2024","9831","","Login","","","","Login com conta cadastrada",""
"passed","Fri Jan 12 10:06:12 GMT 2024","Fri Jan 12 10:06:16 GMT 2024","4213","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #1)",""
"passed","Fri Jan 12 10:06:25 GMT 2024","Fri Jan 12 10:06:32 GMT 2024","6931","","Eventos","","","","Validar Card Eventos",""
"failed","Fri Jan 12 10:06:03 GMT 2024","Fri Jan 12 10:06:12 GMT 2024","8318","","Eventos","","","","Cadastrar Eventos somento com campos obrigatórios",""
"passed","Fri Jan 12 10:06:32 GMT 2024","Fri Jan 12 10:06:43 GMT 2024","11394","","Eventos","","","","Editar Card Eventos",""
"passed","Fri Jan 12 10:06:16 GMT 2024","Fri Jan 12 10:06:20 GMT 2024","4172","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #2)",""
"passed","Fri Jan 12 10:05:49 GMT 2024","Fri Jan 12 10:05:52 GMT 2024","3058","","Criacao de Conta","","","","Criacao de conta ja existente",""
"failed","Fri Jan 12 10:05:54 GMT 2024","Fri Jan 12 10:06:03 GMT 2024","9561","","Eventos","","","","Cadastrar Eventos",""
"failed","Fri Jan 12 10:05:43 GMT 2024","Fri Jan 12 10:05:49 GMT 2024","5991","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #2)",""
"passed","Fri Jan 12 10:06:45 GMT 2024","Fri Jan 12 10:06:45 GMT 2024","425","","Validar Página Inicial","","","","Acessar a Página Inicial",""
"passed","Fri Jan 12 10:05:43 GMT 2024","Fri Jan 12 10:05:43 GMT 2024","776","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #1)",""
"passed","Fri Jan 12 10:05:34 GMT 2024","Fri Jan 12 10:05:34 GMT 2024","734","","Login","","","","Validacao campos obrigatorios login (example #1)",""
"passed","Fri Jan 12 10:05:41 GMT 2024","Fri Jan 12 10:05:43 GMT 2024","1643","","Criacao de Conta","","","","Criacao de conta com sucesso",""
"failed","Fri Jan 12 10:05:35 GMT 2024","Fri Jan 12 10:05:39 GMT 2024","4879","","Login","","","","Validacao campos obrigatorios login (example #2)",""
