"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 17 10:58:16 GMT 2024","Wed Jan 17 10:58:18 GMT 2024","2139","","Criacao de Conta","","","","Criacao de conta ja existente",""
"passed","Wed Jan 17 10:58:44 GMT 2024","Wed Jan 17 10:58:48 GMT 2024","4762","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #2)",""
"passed","Wed Jan 17 10:57:57 GMT 2024","Wed Jan 17 10:58:01 GMT 2024","3494","","Login","","","","Login com conta cadastrada",""
"failed","Wed Jan 17 10:58:01 GMT 2024","Wed Jan 17 10:58:06 GMT 2024","5040","","Login","","","","Validacao campos obrigatorios login (example #2)",""
"failed","Wed Jan 17 10:58:30 GMT 2024","Wed Jan 17 10:58:39 GMT 2024","8919","","Eventos","","","","Cadastrar Eventos somento com campos obrigatórios",""
"failed","Wed Jan 17 10:58:20 GMT 2024","Wed Jan 17 10:58:30 GMT 2024","10139","","Eventos","","","","Cadastrar Eventos",""
"failed","Wed Jan 17 10:58:11 GMT 2024","Wed Jan 17 10:58:16 GMT 2024","4990","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #2)",""
"passed","Wed Jan 17 10:58:08 GMT 2024","Wed Jan 17 10:58:10 GMT 2024","1855","","Criacao de Conta","","","","Criacao de conta com sucesso",""
"passed","Wed Jan 17 10:58:01 GMT 2024","Wed Jan 17 10:58:01 GMT 2024","867","","Login","","","","Validacao campos obrigatorios login (example #1)",""
"passed","Wed Jan 17 10:59:01 GMT 2024","Wed Jan 17 10:59:14 GMT 2024","13084","","Eventos","","","","Editar Card Eventos",""
"passed","Wed Jan 17 10:58:53 GMT 2024","Wed Jan 17 10:59:01 GMT 2024","7781","","Eventos","","","","Validar Card Eventos",""
"passed","Wed Jan 17 10:59:16 GMT 2024","Wed Jan 17 10:59:17 GMT 2024","1511","","Validar Página Inicial","","","","Acessar a Página Inicial",""
"passed","Wed Jan 17 10:58:10 GMT 2024","Wed Jan 17 10:58:11 GMT 2024","1082","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #1)",""
"passed","Wed Jan 17 10:58:39 GMT 2024","Wed Jan 17 10:58:44 GMT 2024","4937","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #1)",""
"passed","Wed Jan 17 10:58:48 GMT 2024","Wed Jan 17 10:58:53 GMT 2024","4751","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #3)",""
