"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jan 26 10:04:08 GMT 2024","Fri Jan 26 10:04:16 GMT 2024","8088","","Eventos","","","","Cadastrar Eventos somento com campos obrigatórios",""
"passed","Fri Jan 26 10:03:54 GMT 2024","Fri Jan 26 10:03:57 GMT 2024","3098","","Criacao de Conta","","","","Criacao de conta ja existente",""
"passed","Fri Jan 26 10:03:49 GMT 2024","Fri Jan 26 10:03:49 GMT 2024","777","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #1)",""
"passed","Fri Jan 26 10:04:49 GMT 2024","Fri Jan 26 10:04:49 GMT 2024","468","","Validar Página Inicial","","","","Acessar a Página Inicial",""
"passed","Fri Jan 26 10:03:30 GMT 2024","Fri Jan 26 10:03:36 GMT 2024","6649","","Login","","","","Login com conta cadastrada",""
"failed","Fri Jan 26 10:03:49 GMT 2024","Fri Jan 26 10:03:54 GMT 2024","4770","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #2)",""
"failed","Fri Jan 26 10:03:39 GMT 2024","Fri Jan 26 10:03:44 GMT 2024","4986","","Login","","","","Validacao campos obrigatorios login (example #2)",""
"passed","Fri Jan 26 10:04:25 GMT 2024","Fri Jan 26 10:04:29 GMT 2024","4072","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #3)",""
"passed","Fri Jan 26 10:04:29 GMT 2024","Fri Jan 26 10:04:36 GMT 2024","6787","","Eventos","","","","Validar Card Eventos",""
"passed","Fri Jan 26 10:04:36 GMT 2024","Fri Jan 26 10:04:47 GMT 2024","11167","","Eventos","","","","Editar Card Eventos",""
"failed","Fri Jan 26 10:03:59 GMT 2024","Fri Jan 26 10:04:08 GMT 2024","9662","","Eventos","","","","Cadastrar Eventos",""
"passed","Fri Jan 26 10:04:16 GMT 2024","Fri Jan 26 10:04:21 GMT 2024","4250","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #1)",""
"passed","Fri Jan 26 10:04:21 GMT 2024","Fri Jan 26 10:04:25 GMT 2024","4233","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #2)",""
"passed","Fri Jan 26 10:03:37 GMT 2024","Fri Jan 26 10:03:39 GMT 2024","2868","","Login","","","","Validacao campos obrigatorios login (example #1)",""
"passed","Fri Jan 26 10:03:46 GMT 2024","Fri Jan 26 10:03:49 GMT 2024","2735","","Criacao de Conta","","","","Criacao de conta com sucesso",""
