"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 18 10:24:49 GMT 2024","Thu Jan 18 10:24:50 GMT 2024","1738","","Criacao de Conta","","","","Criacao de conta com sucesso",""
"passed","Thu Jan 18 10:25:30 GMT 2024","Thu Jan 18 10:25:37 GMT 2024","6809","","Eventos","","","","Validar Card Eventos",""
"failed","Thu Jan 18 10:24:41 GMT 2024","Thu Jan 18 10:24:47 GMT 2024","6210","","Login","","","","Validacao campos obrigatorios login (example #2)",""
"passed","Thu Jan 18 10:25:37 GMT 2024","Thu Jan 18 10:25:49 GMT 2024","11466","","Eventos","","","","Editar Card Eventos",""
"passed","Thu Jan 18 10:24:56 GMT 2024","Thu Jan 18 10:24:59 GMT 2024","2662","","Criacao de Conta","","","","Criacao de conta ja existente",""
"passed","Thu Jan 18 10:25:18 GMT 2024","Thu Jan 18 10:25:22 GMT 2024","4132","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #1)",""
"passed","Thu Jan 18 10:24:50 GMT 2024","Thu Jan 18 10:24:51 GMT 2024","764","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #1)",""
"passed","Thu Jan 18 10:24:31 GMT 2024","Thu Jan 18 10:24:40 GMT 2024","9432","","Login","","","","Login com conta cadastrada",""
"passed","Thu Jan 18 10:25:22 GMT 2024","Thu Jan 18 10:25:26 GMT 2024","3938","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #2)",""
"failed","Thu Jan 18 10:25:00 GMT 2024","Thu Jan 18 10:25:10 GMT 2024","9513","","Eventos","","","","Cadastrar Eventos",""
"passed","Thu Jan 18 10:25:50 GMT 2024","Thu Jan 18 10:25:51 GMT 2024","478","","Validar Página Inicial","","","","Acessar a Página Inicial",""
"failed","Thu Jan 18 10:24:51 GMT 2024","Thu Jan 18 10:24:56 GMT 2024","4776","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #2)",""
"passed","Thu Jan 18 10:24:40 GMT 2024","Thu Jan 18 10:24:41 GMT 2024","709","","Login","","","","Validacao campos obrigatorios login (example #1)",""
"passed","Thu Jan 18 10:25:26 GMT 2024","Thu Jan 18 10:25:30 GMT 2024","4120","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #3)",""
"failed","Thu Jan 18 10:25:10 GMT 2024","Thu Jan 18 10:25:18 GMT 2024","8392","","Eventos","","","","Cadastrar Eventos somento com campos obrigatórios",""
