"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Feb 05 10:34:40 GMT 2024","Mon Feb 05 10:34:50 GMT 2024","9398","","Eventos","","","","Cadastrar Eventos",""
"passed","Mon Feb 05 10:34:17 GMT 2024","Mon Feb 05 10:34:20 GMT 2024","3483","","Login","","","","Login com conta cadastrada",""
"passed","Mon Feb 05 10:35:05 GMT 2024","Mon Feb 05 10:35:09 GMT 2024","4004","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #3)",""
"failed","Mon Feb 05 10:34:22 GMT 2024","Mon Feb 05 10:34:27 GMT 2024","4988","","Login","","","","Validacao campos obrigatorios login (example #2)",""
"passed","Mon Feb 05 10:35:01 GMT 2024","Mon Feb 05 10:35:05 GMT 2024","4279","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #2)",""
"passed","Mon Feb 05 10:34:20 GMT 2024","Mon Feb 05 10:34:22 GMT 2024","1841","","Login","","","","Validacao campos obrigatorios login (example #1)",""
"failed","Mon Feb 05 10:34:50 GMT 2024","Mon Feb 05 10:34:57 GMT 2024","7314","","Eventos","","","","Cadastrar Eventos somento com campos obrigatórios",""
"failed","Mon Feb 05 10:34:32 GMT 2024","Mon Feb 05 10:34:37 GMT 2024","4780","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #2)",""
"passed","Mon Feb 05 10:34:57 GMT 2024","Mon Feb 05 10:35:01 GMT 2024","3944","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #1)",""
"passed","Mon Feb 05 10:35:16 GMT 2024","Mon Feb 05 10:35:28 GMT 2024","11495","","Eventos","","","","Editar Card Eventos",""
"passed","Mon Feb 05 10:34:29 GMT 2024","Mon Feb 05 10:34:31 GMT 2024","2783","","Criacao de Conta","","","","Criacao de conta com sucesso",""
"passed","Mon Feb 05 10:35:29 GMT 2024","Mon Feb 05 10:35:30 GMT 2024","447","","Validar Página Inicial","","","","Acessar a Página Inicial",""
"passed","Mon Feb 05 10:35:09 GMT 2024","Mon Feb 05 10:35:16 GMT 2024","7050","","Eventos","","","","Validar Card Eventos",""
"passed","Mon Feb 05 10:34:37 GMT 2024","Mon Feb 05 10:34:39 GMT 2024","1742","","Criacao de Conta","","","","Criacao de conta ja existente",""
"passed","Mon Feb 05 10:34:31 GMT 2024","Mon Feb 05 10:34:32 GMT 2024","809","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #1)",""
