"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Feb 02 10:52:48 GMT 2024","Fri Feb 02 10:52:57 GMT 2024","9086","","Eventos","","","","Cadastrar Eventos somento com campos obrigatórios",""
"failed","Fri Feb 02 10:52:15 GMT 2024","Fri Feb 02 10:52:16 GMT 2024","432","","Login","","","","Login com conta cadastrada",""
"passed","Fri Feb 02 10:52:57 GMT 2024","Fri Feb 02 10:53:02 GMT 2024","5081","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #1)",""
"failed","Fri Feb 02 10:52:18 GMT 2024","Fri Feb 02 10:52:24 GMT 2024","5145","","Login","","","","Validacao campos obrigatorios login (example #2)",""
"passed","Fri Feb 02 10:53:12 GMT 2024","Fri Feb 02 10:53:20 GMT 2024","7841","","Eventos","","","","Validar Card Eventos",""
"failed","Fri Feb 02 10:52:37 GMT 2024","Fri Feb 02 10:52:48 GMT 2024","10394","","Eventos","","","","Cadastrar Eventos",""
"passed","Fri Feb 02 10:52:16 GMT 2024","Fri Feb 02 10:52:18 GMT 2024","2594","","Login","","","","Validacao campos obrigatorios login (example #1)",""
"passed","Fri Feb 02 10:53:35 GMT 2024","Fri Feb 02 10:53:35 GMT 2024","549","","Validar Página Inicial","","","","Acessar a Página Inicial",""
"passed","Fri Feb 02 10:53:02 GMT 2024","Fri Feb 02 10:53:07 GMT 2024","5305","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #2)",""
"passed","Fri Feb 02 10:52:25 GMT 2024","Fri Feb 02 10:52:27 GMT 2024","2055","","Criacao de Conta","","","","Criacao de conta com sucesso",""
"passed","Fri Feb 02 10:53:20 GMT 2024","Fri Feb 02 10:53:33 GMT 2024","13137","","Eventos","","","","Editar Card Eventos",""
"passed","Fri Feb 02 10:52:27 GMT 2024","Fri Feb 02 10:52:28 GMT 2024","1003","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #1)",""
"passed","Fri Feb 02 10:53:07 GMT 2024","Fri Feb 02 10:53:12 GMT 2024","5048","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #3)",""
"failed","Fri Feb 02 10:52:28 GMT 2024","Fri Feb 02 10:52:33 GMT 2024","5091","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #2)",""
"passed","Fri Feb 02 10:52:33 GMT 2024","Fri Feb 02 10:52:36 GMT 2024","2313","","Criacao de Conta","","","","Criacao de conta ja existente",""
