"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jan 16 10:24:16 GMT 2024","Tue Jan 16 10:24:21 GMT 2024","4974","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #2)",""
"passed","Tue Jan 16 10:25:08 GMT 2024","Tue Jan 16 10:25:20 GMT 2024","12337","","Eventos","","","","Editar Card Eventos",""
"passed","Tue Jan 16 10:24:21 GMT 2024","Tue Jan 16 10:24:23 GMT 2024","2221","","Criacao de Conta","","","","Criacao de conta ja existente",""
"failed","Tue Jan 16 10:24:25 GMT 2024","Tue Jan 16 10:24:35 GMT 2024","10345","","Eventos","","","","Cadastrar Eventos",""
"failed","Tue Jan 16 10:24:35 GMT 2024","Tue Jan 16 10:24:44 GMT 2024","9208","","Eventos","","","","Cadastrar Eventos somento com campos obrigatórios",""
"passed","Tue Jan 16 10:24:44 GMT 2024","Tue Jan 16 10:24:50 GMT 2024","6276","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #1)",""
"passed","Tue Jan 16 10:24:55 GMT 2024","Tue Jan 16 10:25:00 GMT 2024","4852","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #3)",""
"passed","Tue Jan 16 10:24:15 GMT 2024","Tue Jan 16 10:24:16 GMT 2024","967","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #1)",""
"passed","Tue Jan 16 10:24:02 GMT 2024","Tue Jan 16 10:24:05 GMT 2024","3212","","Login","","","","Validacao campos obrigatorios login (example #1)",""
"passed","Tue Jan 16 10:24:50 GMT 2024","Tue Jan 16 10:24:55 GMT 2024","4801","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #2)",""
"passed","Tue Jan 16 10:24:12 GMT 2024","Tue Jan 16 10:24:15 GMT 2024","3133","","Criacao de Conta","","","","Criacao de conta com sucesso",""
"passed","Tue Jan 16 10:25:22 GMT 2024","Tue Jan 16 10:25:23 GMT 2024","587","","Validar Página Inicial","","","","Acessar a Página Inicial",""
"failed","Tue Jan 16 10:24:05 GMT 2024","Tue Jan 16 10:24:10 GMT 2024","5200","","Login","","","","Validacao campos obrigatorios login (example #2)",""
"passed","Tue Jan 16 10:25:00 GMT 2024","Tue Jan 16 10:25:08 GMT 2024","7930","","Eventos","","","","Validar Card Eventos",""
"passed","Tue Jan 16 10:23:54 GMT 2024","Tue Jan 16 10:24:02 GMT 2024","7350","","Login","","","","Login com conta cadastrada",""
