"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 30 10:32:27 GMT 2024","Tue Jan 30 10:32:31 GMT 2024","4267","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #2)",""
"passed","Tue Jan 30 10:32:35 GMT 2024","Tue Jan 30 10:32:42 GMT 2024","6859","","Eventos","","","","Validar Card Eventos",""
"failed","Tue Jan 30 10:32:12 GMT 2024","Tue Jan 30 10:32:22 GMT 2024","10472","","Eventos","","","","Cadastrar Eventos somento com campos obrigatórios",""
"failed","Tue Jan 30 10:32:02 GMT 2024","Tue Jan 30 10:32:12 GMT 2024","9492","","Eventos","","","","Cadastrar Eventos",""
"passed","Tue Jan 30 10:31:44 GMT 2024","Tue Jan 30 10:31:44 GMT 2024","704","","Login","","","","Validacao campos obrigatorios login (example #1)",""
"failed","Tue Jan 30 10:31:44 GMT 2024","Tue Jan 30 10:31:49 GMT 2024","4876","","Login","","","","Validacao campos obrigatorios login (example #2)",""
"passed","Tue Jan 30 10:31:52 GMT 2024","Tue Jan 30 10:31:53 GMT 2024","785","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #1)",""
"passed","Tue Jan 30 10:31:58 GMT 2024","Tue Jan 30 10:32:01 GMT 2024","3058","","Criacao de Conta","","","","Criacao de conta ja existente",""
"passed","Tue Jan 30 10:31:40 GMT 2024","Tue Jan 30 10:31:43 GMT 2024","3915","","Login","","","","Login com conta cadastrada",""
"passed","Tue Jan 30 10:32:22 GMT 2024","Tue Jan 30 10:32:27 GMT 2024","4181","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #1)",""
"failed","Tue Jan 30 10:31:53 GMT 2024","Tue Jan 30 10:31:58 GMT 2024","4845","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #2)",""
"passed","Tue Jan 30 10:31:51 GMT 2024","Tue Jan 30 10:31:52 GMT 2024","1672","","Criacao de Conta","","","","Criacao de conta com sucesso",""
"passed","Tue Jan 30 10:32:55 GMT 2024","Tue Jan 30 10:32:55 GMT 2024","355","","Validar Página Inicial","","","","Acessar a Página Inicial",""
"passed","Tue Jan 30 10:32:31 GMT 2024","Tue Jan 30 10:32:35 GMT 2024","4103","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #3)",""
"passed","Tue Jan 30 10:32:42 GMT 2024","Tue Jan 30 10:32:54 GMT 2024","11518","","Eventos","","","","Editar Card Eventos",""
