"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 19 10:47:49 GMT 2024","Fri Jan 19 10:48:04 GMT 2024","15458","","Eventos","","","","Editar Card Eventos",""
"passed","Fri Jan 19 10:47:37 GMT 2024","Fri Jan 19 10:47:41 GMT 2024","4485","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #3)",""
"passed","Fri Jan 19 10:46:59 GMT 2024","Fri Jan 19 10:47:00 GMT 2024","1650","","Criacao de Conta","","","","Criacao de conta com sucesso",""
"failed","Fri Jan 19 10:47:19 GMT 2024","Fri Jan 19 10:47:28 GMT 2024","8768","","Eventos","","","","Cadastrar Eventos somento com campos obrigatórios",""
"passed","Fri Jan 19 10:46:51 GMT 2024","Fri Jan 19 10:46:52 GMT 2024","764","","Login","","","","Validacao campos obrigatorios login (example #1)",""
"passed","Fri Jan 19 10:47:06 GMT 2024","Fri Jan 19 10:47:08 GMT 2024","1880","","Criacao de Conta","","","","Criacao de conta ja existente",""
"failed","Fri Jan 19 10:46:52 GMT 2024","Fri Jan 19 10:46:57 GMT 2024","4969","","Login","","","","Validacao campos obrigatorios login (example #2)",""
"passed","Fri Jan 19 10:47:33 GMT 2024","Fri Jan 19 10:47:37 GMT 2024","4337","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #2)",""
"passed","Fri Jan 19 10:47:28 GMT 2024","Fri Jan 19 10:47:33 GMT 2024","4463","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #1)",""
"passed","Fri Jan 19 10:48:06 GMT 2024","Fri Jan 19 10:48:06 GMT 2024","533","","Validar Página Inicial","","","","Acessar a Página Inicial",""
"failed","Fri Jan 19 10:47:09 GMT 2024","Fri Jan 19 10:47:19 GMT 2024","9795","","Eventos","","","","Cadastrar Eventos",""
"passed","Fri Jan 19 10:47:00 GMT 2024","Fri Jan 19 10:47:01 GMT 2024","835","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #1)",""
"passed","Fri Jan 19 10:46:47 GMT 2024","Fri Jan 19 10:46:51 GMT 2024","3531","","Login","","","","Login com conta cadastrada",""
"passed","Fri Jan 19 10:47:41 GMT 2024","Fri Jan 19 10:47:49 GMT 2024","7363","","Eventos","","","","Validar Card Eventos",""
"failed","Fri Jan 19 10:47:01 GMT 2024","Fri Jan 19 10:47:06 GMT 2024","4816","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #2)",""
