"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jan 25 10:24:58 GMT 2024","Thu Jan 25 10:25:03 GMT 2024","4966","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #2)",""
"passed","Thu Jan 25 10:25:50 GMT 2024","Thu Jan 25 10:26:02 GMT 2024","12127","","Eventos","","","","Editar Card Eventos",""
"passed","Thu Jan 25 10:24:55 GMT 2024","Thu Jan 25 10:24:57 GMT 2024","1775","","Criacao de Conta","","","","Criacao de conta com sucesso",""
"failed","Thu Jan 25 10:25:07 GMT 2024","Thu Jan 25 10:25:17 GMT 2024","10124","","Eventos","","","","Cadastrar Eventos",""
"failed","Thu Jan 25 10:24:49 GMT 2024","Thu Jan 25 10:24:54 GMT 2024","5203","","Login","","","","Validacao campos obrigatorios login (example #2)",""
"passed","Thu Jan 25 10:25:27 GMT 2024","Thu Jan 25 10:25:32 GMT 2024","4858","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #1)",""
"passed","Thu Jan 25 10:25:37 GMT 2024","Thu Jan 25 10:25:42 GMT 2024","4680","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #3)",""
"passed","Thu Jan 25 10:25:03 GMT 2024","Thu Jan 25 10:25:06 GMT 2024","2782","","Criacao de Conta","","","","Criacao de conta ja existente",""
"passed","Thu Jan 25 10:25:32 GMT 2024","Thu Jan 25 10:25:37 GMT 2024","5124","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #2)",""
"failed","Thu Jan 25 10:25:17 GMT 2024","Thu Jan 25 10:25:27 GMT 2024","9497","","Eventos","","","","Cadastrar Eventos somento com campos obrigatórios",""
"passed","Thu Jan 25 10:26:04 GMT 2024","Thu Jan 25 10:26:05 GMT 2024","1561","","Validar Página Inicial","","","","Acessar a Página Inicial",""
"passed","Thu Jan 25 10:25:42 GMT 2024","Thu Jan 25 10:25:50 GMT 2024","7977","","Eventos","","","","Validar Card Eventos",""
"passed","Thu Jan 25 10:24:46 GMT 2024","Thu Jan 25 10:24:49 GMT 2024","3130","","Login","","","","Validacao campos obrigatorios login (example #1)",""
"passed","Thu Jan 25 10:24:39 GMT 2024","Thu Jan 25 10:24:46 GMT 2024","6995","","Login","","","","Login com conta cadastrada",""
"passed","Thu Jan 25 10:24:57 GMT 2024","Thu Jan 25 10:24:58 GMT 2024","1017","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #1)",""
