"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 16 10:05:38 GMT 2024","Tue Jan 16 10:05:39 GMT 2024","875","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #1)",""
"failed","Tue Jan 16 10:05:27 GMT 2024","Tue Jan 16 10:05:32 GMT 2024","4954","","Login","","","","Validacao campos obrigatorios login (example #2)",""
"passed","Tue Jan 16 10:06:13 GMT 2024","Tue Jan 16 10:06:17 GMT 2024","4560","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #2)",""
"passed","Tue Jan 16 10:06:17 GMT 2024","Tue Jan 16 10:06:22 GMT 2024","4231","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #3)",""
"passed","Tue Jan 16 10:06:08 GMT 2024","Tue Jan 16 10:06:13 GMT 2024","4476","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #1)",""
"failed","Tue Jan 16 10:05:39 GMT 2024","Tue Jan 16 10:05:45 GMT 2024","5989","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #2)",""
"failed","Tue Jan 16 10:05:50 GMT 2024","Tue Jan 16 10:06:00 GMT 2024","10007","","Eventos","","","","Cadastrar Eventos",""
"passed","Tue Jan 16 10:06:29 GMT 2024","Tue Jan 16 10:06:41 GMT 2024","11839","","Eventos","","","","Editar Card Eventos",""
"passed","Tue Jan 16 10:06:22 GMT 2024","Tue Jan 16 10:06:29 GMT 2024","7330","","Eventos","","","","Validar Card Eventos",""
"passed","Tue Jan 16 10:05:45 GMT 2024","Tue Jan 16 10:05:48 GMT 2024","3052","","Criacao de Conta","","","","Criacao de conta ja existente",""
"failed","Tue Jan 16 10:06:00 GMT 2024","Tue Jan 16 10:06:08 GMT 2024","8544","","Eventos","","","","Cadastrar Eventos somento com campos obrigatórios",""
"passed","Tue Jan 16 10:05:19 GMT 2024","Tue Jan 16 10:05:26 GMT 2024","7523","","Login","","","","Login com conta cadastrada",""
"passed","Tue Jan 16 10:06:43 GMT 2024","Tue Jan 16 10:06:43 GMT 2024","465","","Validar Página Inicial","","","","Acessar a Página Inicial",""
"passed","Tue Jan 16 10:05:27 GMT 2024","Tue Jan 16 10:05:27 GMT 2024","820","","Login","","","","Validacao campos obrigatorios login (example #1)",""
"passed","Tue Jan 16 10:05:34 GMT 2024","Tue Jan 16 10:05:38 GMT 2024","4465","","Criacao de Conta","","","","Criacao de conta com sucesso",""
