"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jan 16 10:46:48 GMT 2024","Tue Jan 16 10:46:55 GMT 2024","7348","","Eventos","","","","Cadastrar Eventos somento com campos obrigatórios",""
"failed","Tue Jan 16 10:46:21 GMT 2024","Tue Jan 16 10:46:26 GMT 2024","4813","","Login","","","","Validacao campos obrigatorios login (example #2)",""
"passed","Tue Jan 16 10:46:27 GMT 2024","Tue Jan 16 10:46:29 GMT 2024","2445","","Criacao de Conta","","","","Criacao de conta com sucesso",""
"passed","Tue Jan 16 10:46:18 GMT 2024","Tue Jan 16 10:46:21 GMT 2024","2329","","Login","","","","Validacao campos obrigatorios login (example #1)",""
"passed","Tue Jan 16 10:46:59 GMT 2024","Tue Jan 16 10:47:03 GMT 2024","4127","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #2)",""
"failed","Tue Jan 16 10:46:30 GMT 2024","Tue Jan 16 10:46:35 GMT 2024","4766","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #2)",""
"passed","Tue Jan 16 10:47:14 GMT 2024","Tue Jan 16 10:47:26 GMT 2024","11382","","Eventos","","","","Editar Card Eventos",""
"passed","Tue Jan 16 10:47:27 GMT 2024","Tue Jan 16 10:47:27 GMT 2024","412","","Validar Página Inicial","","","","Acessar a Página Inicial",""
"passed","Tue Jan 16 10:46:35 GMT 2024","Tue Jan 16 10:46:37 GMT 2024","1741","","Criacao de Conta","","","","Criacao de conta ja existente",""
"passed","Tue Jan 16 10:47:03 GMT 2024","Tue Jan 16 10:47:07 GMT 2024","3958","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #3)",""
"failed","Tue Jan 16 10:46:18 GMT 2024","Tue Jan 16 10:46:18 GMT 2024","374","","Login","","","","Login com conta cadastrada",""
"passed","Tue Jan 16 10:47:07 GMT 2024","Tue Jan 16 10:47:14 GMT 2024","6746","","Eventos","","","","Validar Card Eventos",""
"passed","Tue Jan 16 10:46:29 GMT 2024","Tue Jan 16 10:46:30 GMT 2024","801","","Criacao de Conta","","","","Criacao de conta campos invalidos (example #1)",""
"failed","Tue Jan 16 10:46:38 GMT 2024","Tue Jan 16 10:46:48 GMT 2024","9652","","Eventos","","","","Cadastrar Eventos",""
"passed","Tue Jan 16 10:46:55 GMT 2024","Tue Jan 16 10:46:59 GMT 2024","3895","","Eventos","","","","Validação Cadastrar Eventos sem campos obrigatórios (example #1)",""
